Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Abusive_Count,Abusive_Words
gak mampu mengundang ulama kondang jadi dibiatlah ulama an utk membentuk opini masyarakat bhw ulama sdh satu suarang mendukung mukidi walaahh cara kuno sigunakan dasar cebong,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
tgb gak lebih baik dr moeldoko  prof mahfud bakalan banyak jadi cebong kampret ahoker kampret,1,1,0,1,0,0,0,0,1,0,1,0,3,cebong kampret kampret
mana cebong koar aku indonesia url,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
nyebut cebong auto reply dasar pinggiran koreng,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong koreng
semua sabar  tenang  tunggu komando habibana habib rizieq  umat islam solid  bersatu jangan terkecoh diadu domba cebong   memenangkan keadilan  kemakmuran  presidenbaru mendatang  pilkada jakarta,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
masalahnya cebong lebih mengekspose menonjolkan  infrastruktur  peduli bayar utangnya,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
baru menang lari aja diberitain sana sini nlalu bagaimna dengn hafiz quran ngak heboh tuch ndasar media cebong,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
pokonya ganti p nok ntidak  ikut an cebong,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
cebong produsen hoax tukang bohong  ingkar janji,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
ulama cebong kan abu janda nooo sekrang udah  gerombolan baru yaa npaling alumni ama janda qkwjw,1,1,0,1,1,0,0,0,0,0,1,0,1,cebong
cebong kacung  gini bicara nya  pantas ,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
cebong emang suram dolar naik  mingkem tka berbondong masuk  mingkem  ributin ama bong cuma hrs ama pks xf x f xa xa,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong bong
ayo siapa  mau berevolusi  bermutasi genetik jd cebong,0,1,0,0,0,0,0,0,0,0,0,0,1,cebong
ga aneh survey bawa nama kampus  kaya si luhut bawa itb buat dukung reklamasi cebong mah gitu heheheh,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
 isinya  cebong gk ngerti islam,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
rt  cebong gendheng ngamuk belain si homo penista agama hahaha,1,1,1,0,1,0,0,1,0,1,0,0,2,cebong homo
xf x f xa xa xf x f xa xa kira kira ekspresi pas kaget nya gimana  teriak ayam ayam apa cebong cebong cebong,0,1,0,0,0,0,0,0,0,0,0,0,3,cebong cebong cebong
cebong dongo tahun kate lw pekok nemang  kayak gitu fitnah aja lw gedein otak  upgrade dikit napa,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
cebong ngomong data xf x f x x xf x f x x xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
asek bohong aja lah kerja kelen bongggg cebong nkalo mati mgkin muncungnya duluan busuk,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
rt kata kata kecebong pki anti islam diktator   jokowi,1,0,0,1,1,0,0,0,0,0,1,0,0,
 permainan kotor rezim  bila mana tdk pro rezim  gempar seluruh indonesia cebong berisik,1,1,0,1,0,0,0,0,1,0,1,0,3,rezim rezim cebong
cebong dungu dah dijelaskan bca msh ngeyel nkalian emg juaranya klo soal pamer kedunguan,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong dungu
buru hapus pollower elo cebong keburu orang lihat bejad elo xf x f x x xf x f x x xf x f x x xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
gembel sok elit lo ngewe  sari ayu halo mas ma kelas kambing  mainan gue tahun main tuh  hotel jayakarta tematik clasic malio x sumo sama sampingnya   udah  tutup alexis ah mainan cebong kelas kambing cc,1,1,1,0,0,0,0,1,0,1,0,0,3,gembel ngewe cebong
idiom cebong  kampret sengaja diembuskan oknum kafir  memecah belah umat islam indonesia,1,1,0,1,1,0,0,0,0,0,1,0,3,cebong kampret kafir
n ncebong pekok mantap om tofa  kerjain aja cebong dungu  xf x f x x d xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong dungu
klo buat cebong biadab ga masalah sih hihihi,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
kayaknya si abu janda jadi eo acara deklarasi ulama muda  kemaren si faizal assegaf bertindak jadi eo nya dlm aksi aktivis palsunya besok lg mgkin   deklarasi lgbt deklarasi cebong dukung mukidi  pd kenyang,1,1,1,0,0,0,0,0,1,1,0,0,2,lgbt cebong
klo cebong kan ngarang kagak pake logika klo  kan fakta si jarot emang sial mulu xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
incumbent nyatain dong wapres nya siapa apa takut  backstab cakimin sama romi ngoahahah keahlian cebong  tukang tipu cebong mah gitu goblok  ketulungan plonga plongo mengakibatkan optimisme berlebihan,1,1,0,1,0,0,0,0,1,0,1,0,3,cebong cebong goblok
cebong mana punya otak  hina ulama    indonesia non muslim pd kurang ajar,1,1,0,1,1,0,0,0,0,0,1,0,2,cebong hina
 gak panggil cebong n ntapi curut cenong,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
mana gua menghina agama  hahah otak model cebong kapir emang ngeles mulu nyata lu  hina islam sok mau ngatain agama orang aja bawa data padahal otak gak nyampe  awal goblok lo cebong kapir kebanyakan makan taik ah,1,1,1,0,1,0,0,0,0,1,0,0,4,cebong hina goblok cebong
lebih sadis postingan victor bodoh jasmev  kecebong istana jongos cina menjamur  kepolisian,1,1,0,1,0,1,0,0,0,0,1,0,1,bodoh
cebong g sunat semuanya nih p ustad jng dilayan p ustad,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
hoax bani cebong,1,1,0,1,0,0,0,0,1,0,1,0,2,bani cebong
kan udah biasa nkecuali kl dr kontra jokowi jgnkan baliho membunuh nkentutnya aja kl kecium amp nyenggol idung cebong bs piral sebulan penuh xf x f x x xf x f x x xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
cebong gak mikir  segitu buat bikin jalan sdh brp km tuh n nhabis buat jadi satpam rupiah,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
 bem si  itb   suaranya jangan ikut razim cebong,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
belaga pilon lo cebong xf x f x x nscroll dong nhp lo doang smart  otak lo   ujung pantat xf x f x x c,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong pantat
gunanya cebong cuma  mangap xc xb  kolam butek xf x f x x xf x f x x xf x f x x xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
emang kebanyakan bangsa cebong goblok  setuju,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong goblok
memang  cebong klo ngomong sperti  jauh dr ilmu  wawasan krn memang rata xc xb org bodoh mudah  dibodoh xc xb i jadi cuma caci maki ngomong ngelidur  ilmu,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong bodoh
 sp kok dibilang salah cebong kayak elu gak ngerti sp  goblok kok gak  akhirnya,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong goblok
cebong kayak loe tetap aja dongo abadi gampang dikibulin,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
 cebong baru menetas hari mana  tahu pak rr,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
alternatif nklw gak kaya  jadi dungu kyk cebong xf x f x x xf x f x x xf x f x x xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,2,dungu cebong
penguasa   memiliki semuanya   mengontrol lewat aparat alat  keparat cebong dungu,1,1,0,1,0,0,0,0,1,0,1,0,3,keparat cebong dungu
 bukan bani cebong  bani serbet masnya ngajak ribut,1,1,1,0,0,0,0,0,1,1,0,0,4,bani cebong bani serbet
huahahaha   langsung mengakui yah beliau memang pinokio  mau milih  jadi presiden kalau iya berarti  cebong dungu,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong dungu
cebong lo benerin cd aja kon  xf x f x x xf x f x x xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
cebong juara satu lari  kenyataan kepintaran  akal sehat,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
bangsat kapindiang taik bego tolol setanalas ndasmu babi anjing monyet pekok cebong kodok katak   hilangkan kosa kata   otak  sepakat,1,1,1,0,0,0,0,0,1,1,0,0,7,bangsat bego tolol babi anjing monyet cebong
cie cie bani cebong pura pura gag dibayar cie cie dasar cebong disodorin tulang aja cepat  uang wkwkw,1,1,0,1,0,0,0,0,1,0,1,0,3,bani cebong cebong
bani kampret hewan  kotor  kecebong hewan  habitatnya  sawah,1,1,0,1,0,0,0,0,1,0,1,0,2,bani kampret
minggat gua  line cebong barbar isinya,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
jkw jkt vs hambalang akhir kisah  sinetron cebong kampret pernah prediksinggrisjuarapd,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong kampret
kayak komunis aja ga menghargai jasat manusia cebong komunis,1,1,0,1,0,1,0,0,0,0,1,0,3,komunis cebong komunis
fakta bapak prabowo cebong tdk mau akui prabowo ketua partai dilan petugas partai prabowo seorang militer dilan tukag kayu prabowo gagah  tampan dilan gak tega nulisnya prabowo pandai bahasa inggris  jerman dilan ,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
cebong kapir munafik alay goblok hahahaha,1,1,1,0,0,0,0,0,1,1,0,0,4,cebong munafik alay goblok
cebong banyak emosi xf x f x x xf x f xa xa xf x f x x xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
bikin pertanyaan frame cebong banget,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
otak cebong  susah y emang baliho jokowi  mana  bukan kampanye  sembako pake apbn  gmn kamu  waras,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
hahahaha mana gue ngatain agama  islam hayoo hahaha debat lo model gitu idih gak level masa debat gara salah tangkep kalimat kan bikin malu malu dong sama cebong  islam agamanya lo hina hahahaha sungguh kaum cebong ka,1,1,1,0,1,0,0,0,0,1,0,0,3,cebong hina cebong
malu daah ni gua tiap hari mikirin jokowi mikirin cebong kampret   idup gua  gini aja  tetangga cuek  orang jarang nyapa  cuma ngtweet doang udh ngerasa paling tau ttg negara duh ajig,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong kampret
kalo cebong sih  senang aja sama omongan ga berbobot kayaa gini,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
hrs   tempat jauh   cebong   kalutnya  kalo  deket  sini,0,1,0,0,0,0,0,0,0,0,0,0,1,cebong
hijrahlah sblm terlambat nsaya yakin semua  menjadi cebong,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
kitab kalian merasa  hina laporkan   polisi kok jadi  munafik hubungannya waspadai cebong kafir ngaku ngaku islam,1,1,0,1,1,0,0,0,0,0,1,0,4,hina munafik cebong kafir
cebong norak memang,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
mantap kemajuan luar binasa nsalam cebong mania,0,1,0,0,0,0,0,0,0,0,0,0,1,cebong
cebong dongo notak jongkok,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
njing loe komen ngapain loe mention cebong budug cemen loe njing xf x f x x xf x f x x xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
ciri khas cebong melekat kalah data fakta langsung otak porno nga keluar gantipresiden presidenbaru asalbukanjokowi,1,1,1,0,0,0,0,1,0,1,0,0,2,cebong porno
korelasi sama hindu budha lebih dulu masuk  nusantara apa  maaf  kurang paham  alur otak kaum cebong,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
primata ngga tau diri eh embrio cebong elo ma keluarga lo kalo  surat nya lengkap gw bayarin eh tolol hidup  jngan cuma mikirin diri sendiri liat  goblog dungu,1,1,1,0,0,0,0,0,1,1,0,0,3,cebong tolol dungu
cebong emang tolol klimaks dgn berita hoax,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong tolol
horeeee salah satu cebong   paman sam apa kabar om,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
bacot apa sih luh cebong bangsad,1,1,1,0,0,0,0,0,1,1,0,0,2,bacot cebong
intinya pks mesti salah nwalau benerpun  salah nitu otak cebong nmakanya  ttp gantipresiden,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
president cebong jokowi,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
pilih cebong otak iq sekolam,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
  gimana  nyimpulin kedunguan  bingung aku kok  y makhluk kayak cebong  urat malu g  otak mampet dungu g ketulungan jadi kasian sama keturunannya,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong dungu
dungu  lio evakuasi korban gak becus nyalahin orang  logikanya cebong goblok kok bangga,1,1,1,0,0,0,0,0,1,1,0,0,3,dungu cebong goblok
woiii goblog kalo produk kafir anjing macam lu gak  dipake muslim ngapain dipromosikan  negara muslim tolol nih orang kebanyakan nelen sperma cebong lu  muka tampang copet banyak bacot lu amplas dulu gih muka pake parutan biar gante,1,1,1,0,1,0,1,0,0,1,0,0,5,kafir anjing tolol cebong bacot
 loo cebong ,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
 cebong dungu marah marah biasa ajaran nabi nya rendah hati dgn agama dgn umat paulus  rajin ngaji kitab kuning,1,1,0,1,1,0,0,0,0,0,1,0,2,cebong dungu
kecebong   presiden dihina  diancam diem aja n natau  bermental kacung semua,1,0,0,1,0,0,0,0,1,0,1,0,0,
ah cebong mah cuma  gitu jawabnya,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
 milih  cebong   pemghuni dunia gaib tadz biasa kalo komen jorok,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
keren  mas   survei bo  merangkap kordinator cebong yah xf x f x x xf x f x x ntl nya bnyk dukungan dr bani cebong nmantrraaaf xf x f x x a xf x f x x a,1,1,1,0,0,0,0,0,1,1,0,0,3,cebong bani cebong
cebong emang goblok semua iq rendah xf x f x x e,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong goblok
bala bantuan cebong dateng xf x f x x xf x f x x,0,1,0,0,0,0,0,0,0,0,0,0,1,cebong
hutang  pembagunan merata bukan  dikorupsi ncebong mana ngerti begituan  mpret,1,0,0,1,0,0,0,0,1,0,1,0,0,
wajarlah cebong tambah gila akibat bela si kodok buat indonesia ancur lebur,1,1,0,1,0,0,1,0,0,0,1,0,2,cebong gila
wkwkwkwk cebong dungu awal ngomong cebong onta cangkemmu dewek xf x f xa xa,1,1,1,0,0,0,0,0,1,1,0,0,4,cebong dungu cebong onta
cebong kalau ketahuan tololnya gini lari dr kenyataan xf x f xa xa,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
namanya jg kecebong anaknya kodok skrg bapak nya jg presiden hadekh presiden planga plongo,1,0,0,1,0,0,0,0,1,0,1,0,0,
memang salah satu turunan nya  cebong kampret definisinya komplotan penyebar hoax koar koar  mencret,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong kampret
bertahun  katain cebong jokodok pki kafir dongo santai aja tuh knp musti panik  si doi  panggil kampret xf x f x x xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,3,cebong kafir kampret
milih cebong kyai cebong seprt abu janda al kampret,1,1,1,0,1,0,0,0,0,1,0,0,3,cebong cebong kampret
jgn diladenin  tu  seekor cebong kelayaban  tujuan,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
rt manggilnya jgn pelan mbak cebong budek smua xf x f x x xf x f x x xf x f x x,1,1,0,1,0,0,1,0,0,0,1,0,2,cebong budek
pendukung napi ahok  jokowi   punya akal  bukan pks kasihan sekali umat cebong,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
ternyate nyang nulis twit ne cebong kelas kakap folower ribu  sayang bloon dongo sialan haram jadah men fitneh dasar bangsat xf x f x x e,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong bangsat
cebong xe x xad tolol tak bertepi,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong tolol
ngoahahaha kliatan klo blum lair keahlian cebong  tukang tipu cebong mah gitu goblok  ketulungan plonga plongo mengakibatkan optimisme berlebihan gantipresiden plongaplongo dunning,1,1,0,1,0,0,0,0,1,0,1,0,3,cebong cebong goblok
survey  hahaahhaha nrespondennya cebong kodok kamfret x yaa,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
jangan gaduh lahh  kau panggil cebong udah gak butuh manusia munafikun,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
xf x f x x xf x f x x xf x f x x xf x f x x cukup sekali ditipu pilpres buzzer cebong memang  dosa klo nipu,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
cebong dgn standar kedunguannya tdk diragukan   diakui  terbukti koq malah bilangin org bego hadeuh,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong bego
slamet ndesomu nangdi met cedak unahe junjunganmu yak e kuclukk cebong cepek luuh,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
terbukti memang biarpun kalian menyebut  cebong tpi otak  pinter kerja kerja kerja gak kaya kamprettt banyak cocot bnyk mulut tpi otak gak dipakai sya scren shot smua percakapan u  buktikan s,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong cocot
cebong  sampah masyarakat,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong sampah
cebong ga punya otak  perasaan sama korban taunya cuma nyinyir,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
tak  persatuan   pki silahkan rekonsiliasi  cebong  dungu sekolam,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong dungu
eh cebong jaga tuh congor lu klo ngomong emangnya salahnya dmna bong presidenbaru n presidenbaru n gantipresiden n gantipresiden n gantipresiden,1,1,1,0,0,0,0,0,1,1,0,0,3,cebong congor bong
gw berangkat menjadi remaja bersama lagu loe nkok sekarang elo malah jadi cebong dungu apa  elo udah kenyang jadi tulalit,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong dungu
ngga ah punyanya kampret bukan cebong,1,1,0,1,0,0,0,0,1,0,1,0,2,kampret cebong
xf x f x x xf x f x x xf x f x x rezim cebong gak mau lihat realita rakyat,1,1,1,0,0,0,0,0,1,1,0,0,2,rezim cebong
  cebong   buta  tuli  semua kenyataan menimpa negeri    selalu membela rezim  nmereka terlalu gampang didoktrin  pidato xc xb  data xc xb indehoi  pemerintah,1,1,0,1,0,0,1,0,0,0,1,0,3,cebong buta rezim
cebong baru jadi yaaa xf x f x x xf x f x x xf x f x x nbau amiss,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
gak hidup cebong klo gak produksi  makan hoaks,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
jawaban  cerdas cebong mana punya otak  menakar junjungan nya nya namanya generasi lahir lahir  got,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
cebong dongo xf x f x x xf x f x x xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
hobby ngebodohin org nmencerca ngedunguin org  nyebut org seenak jidat sndri kacung cebong ttp sok care dgn hak asasi manusia  ibaratnya jijik liat org  panuan smntra dirinya penuh dgn panu,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong jijik
la trus  salahin siapa dodol wkwkwkwk kalo telur murah banyak beli kan sama untung  sdah mahal ga  beli  aja  belain dasar cebong terkutuk,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong terkutuk
benar pembodohan maksa bgt pengen periode cebong  cebong,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong cebong
cebong  isi kepalanya kan taik mana  cebong mikirnya waras,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong cebong
 cebong ikut an gelas nya  gambar priode cebong xf x f x x xf x f x x xf x f x x,0,1,0,0,0,0,0,0,0,0,0,0,2,cebong cebong
ohhhhh kader moncong putih kan ciri khas cebong  serang  islamnya coba ngelakui tapir psti mingkem,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
  anak cebong n kampret  polos ga ikut an cebong n kampret tua xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x d xf x f x x d n xe x x xe x x,1,1,1,0,0,0,0,0,1,1,0,0,4,cebong kampret cebong kampret
wkkkkkk dasar cebong,0,1,0,0,0,0,0,0,0,0,0,0,1,cebong
selamat berenang  kolam cebong,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
ko cebong g ade  cerdas,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
kluarga cebong kuadrat cewek jil sesat satu  ls hoak,1,1,1,0,1,0,0,0,0,1,0,0,1,cebong
loe cebong dongo  wkwkwk,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
wuih cebong ngamuk nkeluar deh  kolam butek xf x f x x xf x f x x xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
gue muslim g tersinggung  ngelaporin nalarku mencerna fiksi  fiktif lagian kitab suci  banyak multi arti tdk indentik jelas disana  menyebutkan al quran cuma cebong  mmg dungu menalar ucapan gantipreside,1,1,0,1,1,0,0,0,0,0,1,0,2,cebong dungu
akun kecebong   kebanyakan dikelola etnis tertentu gaya pengecut cebong jakarta  dendam dgn anies sandi,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
ahh cebong mah gitu kalo  tanya,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
cebong baru netes ngapain dilayanin om,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
sesama cebong tdk akurrr,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
neng banjir rancaekek  tanggung jawab pemerintah pusat karna  jalan nasional banyak baca noh jangan kaya cebong diam dikolam aja giliran laper baru nongol,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
kau pernah  tolak sama kader pks  bro segitunya bacot lu nyinyir woles bro broken heart bkn berarti broken hope kan ntr tunggu gantipresiden baru lu bole patah hati massal barengan cebong sekolam,1,1,1,0,0,0,0,0,1,1,0,0,2,bacot cebong
mau menggembosi fpi ternyata kualitas kaum bloon nmemang cebong terlalu  terlaknat fitnahnya nsutradaranya kelas kotoran gembel,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong gembel
rt cebong  terus membela junjungannya walaupun   pencitraan  tipuan dri rezim anti islam,1,1,0,1,1,0,0,0,0,0,1,0,2,cebong rezim
  jwb dl pertanyaan gw  temen gw bilang debat or ksh pengertian sm cebong kacung  percuma krn dungunya sm ketulang rusuk bener apa betul ,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
betoll tadz keahlian cebong  tukang tipu cebong mah gitu goblok  ketulungan plonga plongo mengakibatkan optimisme berlebihan gantipresiden plongaplongo dunningkrugereffect,1,1,0,1,0,0,0,0,1,0,1,0,3,cebong cebong goblok
cebong pke seragam biar ga ketahuan eh makin kelihatan dungunya,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
sombong   cebong,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
cebong mah gitu bang acut komentar nomor wahid literasi tak valid dungu,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong dungu
hubahahaha goblok emang kecebong nlu ngetawain   tawain rekening lu bege xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,1,goblok
cebong doang tukang ngamuk,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
si mae mental wor nya keren  teel lama kelamaan minggat n nyungseb layani gw  cebong baru netes wkwkwkwk  modar mendadak xf x f x x d xf x f x x d xf x f x x d xf x f x x d,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong modar
rt kalau cebong  memuji prestasi nya presiden jokowi nkalau kampret  nyinyir kalau perlu pakai bumbu fitn xe x xa,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong kampret
anjirr cebong dungu belaga cool sok nasihatin pak,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong dungu
dijabarkan sempurna  percuma cebong gag  otaknya,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
cebong kek loe tetap dongo abadi nasiiib nasib xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
cebong otak buntu jutaan rakyat indonesia aja lu  bingung nyari pengganti jokowi,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
ana wong gek membagi bagikan kata kata motivasi kok malah dikon antraksi gendeng hina kafir cebong mbelek lancung seko mentok sing gek angkrem aaghr n njolodong,1,1,0,1,0,0,0,0,1,0,1,0,3,hina kafir cebong
mungkin kamu smakin bodoh pancasila uud tap mpr no  final pki terlarang kecebong gak usah rayu rayu presiden utk buat perpu,1,1,1,0,0,0,0,0,1,1,0,0,1,bodoh
hahahaha terus ko pikir lo pinter gitu berak sekebon ngakak dah sok iya banget padahal goblok  awal kebanyakan makan taik ahok lu pake ngeles sana sini  dasar cebong kapir intoleran sara munafik goblok hahahaha,1,1,1,0,1,0,0,0,0,1,0,0,5,berak goblok cebong munafik goblok
semua instansi internasional   cebong  kaum radikal xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
ketua cebong kirain pinter gataunya cuma modal link kik kik kik padahal katanya s lowh,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
rakyat indonesia jutaan nyari pengganti jokowi kok bingung otak buntu ni cebong,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
mungut   tuh orang tampang cebong kok ngaku ulama muda,1,1,1,0,0,0,1,0,0,1,0,0,1,cebong
banyak nyerang wa  kira wa cebong,0,1,0,0,0,0,0,0,0,0,0,0,1,cebong
cebong kacung dungunya ampe  tulang rusuk,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
bani cebong jangan girang dulu,1,1,0,1,0,0,0,0,1,0,1,0,2,bani cebong
dasar cebong kalau diangkat malah mati,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
udah jaman pa anies   cebong  gini aja nmungkin akibat saham bir  hapus xf x f x x xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
emang  cebong  dungu url,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong dungu
loh bangsa cebong bangga kok  dirinya  dibikinkan kaos  logo segala  paham kalu kampret  mana emang   mengaku  bangga disebut ,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong kampret
duh disini  gak  berhenti mengucap cebong dongo  fakta bukti nya banyak xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
hadeh si cebong ga  empati empatinya nih sama temen,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
repost  jokower ahoker sapi onta curut khilafah kecoa asu kampret pentol korek bumi datar otak micin dibalas cebong  turunannya bong ebong kolam butek mewek ngadu ama emak cemen amp cengeng loe ah bong,1,1,0,1,0,0,0,0,1,0,1,0,5,onta kampret cebong bong bong
celengnya tereak cebong tolol padahal celeng lbh dungu nih buktinya n n  ganti presiden yuk nsetuju bang tp siapa gantinya ntolol  nanya  cari dulu koplak no gitu  bang n nnah klo kt roc,1,1,0,1,0,0,0,0,1,0,1,0,4,cebong tolol celeng dungu
  lah cyinta dukung presiden nya permadani ali sera gak mungkin cebong  cuma kampreters syantik xf x f x x b xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
hahahha ketauan main medsos tp dungu dasar kecebong,1,1,1,0,0,0,0,0,1,1,0,0,1,dungu
jual bumn migas  energi utk brli freeport kira cukup gak bang kalo kurang jualan cebong aja cebong indonesia pinter  lucu xf x f x x xf x f x x xf x f x x xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong cebong
kalau cawapresnya hr baru gempar bani oposan penamaan baru  gan nggantiin cebong kampret critanya,1,1,0,1,0,0,0,0,1,0,1,0,3,bani cebong kampret
cebong dongokkkk,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
